Localidade,IBGE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Castanheiras,1100908,17637,20494,25183,30864,34971,43516,41044,43483,52671,53640,57002,59820,65011
Travesseiro,4321626,13574,15719,18030,26582,24352,25855,25932,32342,32724,34369,45372,50007,65064
Santa Brígida,2927606,15726,16803,20574,22302,30119,32085,35995,54347,49962,53201,60865,61338,65072
Áurea,4301552,14609,18213,20417,32564,30497,24276,31917,42097,44763,45140,52226,60333,65084
Novo Lino,2705606,15908,19668,20745,22771,23739,27120,30119,34821,41294,47068,56062,62848,65128
São João do Itaperiú,4216354,19813,22401,29198,33914,34774,33522,39649,43741,49559,54901,65028,74149,65129
Canapi,2701605,20116,19949,20091,20409,23111,29460,34085,41088,50828,53410,59418,65147,65130
Três Palmeiras,4321857,20800,24735,27169,42542,35333,31606,45727,51069,59555,60808,69925,72794,65149
Barra do Jacaré,4102703,16235,18803,21719,30005,34663,20863,25460,29563,31049,31013,41238,48578,65159
Marilena,4115002,17454,19155,24226,31959,30973,30574,37706,32673,36651,49739,55951,57854,65165
Araguaiana,5101001,19015,19575,22694,25525,29739,33255,36056,38551,44975,51108,60180,58633,65210
Dilermando de Aguiar,4306379,16398,19269,19756,22403,29479,23086,32079,38623,51084,47384,60566,64822,65301
Divisa Nova,3122405,19073,21406,25125,26347,35758,30413,38664,35751,46475,44898,56110,62065,65305
Itatuba,2507200,13434,16145,18433,24534,24746,27005,33796,39108,45641,52409,58376,63048,65309
Buenos Aires,2602704,19811,22532,24515,27462,28381,31527,38201,40132,45343,51707,60224,61649,65362
Barra de Santo Antônio,2700508,20642,21408,22526,25395,31249,36093,41331,43834,50764,53312,61297,67264,65373
Santana do Itararé,4124004,19155,20407,24015,33477,32718,30375,32657,34410,51007,45413,47552,57848,65376
Ubirajara,3555505,16313,21842,25017,29764,27323,31484,35244,38856,42775,45080,56327,58848,65467
Nova Esperança do Sudoeste,4116950,16378,15706,20806,28828,30159,29146,30889,39615,47847,47890,56990,62280,65496
Nova Glória,5214861,44619,48503,65396,67768,50408,46096,55680,63360,57108,60270,60561,85061,65497
Ponte Alta do Norte,4213351,16725,42576,52957,65828,58098,72507,69540,48657,52792,56974,76414,78597,65505
Coimbra,3116704,17776,18422,20790,23522,28796,34592,34440,38579,42866,43673,76080,57242,65523
Presidente Dutra,2925600,18732,18364,22027,24874,37077,32179,33575,39552,42640,47426,57060,63531,65538
Vale Real,4322541,20298,24629,27527,32150,36110,37782,42382,45654,43953,48743,57398,63239,65547
Lupércio,3527801,21104,21819,32062,31763,28920,33315,36701,36919,44152,43543,59286,62235,65571
Simplício Mendes,2210805,16945,16955,17850,20272,25243,28009,29599,35359,45256,47987,55073,62189,65582
Rio Quente,5218789,15812,18772,21662,25945,29382,38013,37947,39457,44482,49439,55959,60978,65626
Brejão,2602407,13801,15225,17963,24885,27066,31971,38313,43580,47905,51036,55462,58279,65654
Anahy,4101051,15921,13931,19506,25349,24019,21426,21874,45268,37047,33659,43103,49881,65671
Tacaimbó,2614709,18897,21003,23937,25151,28033,31593,36214,38773,43419,50042,55850,63992,65672
Prado Ferreira,4120333,11694,14683,17029,26352,33103,24065,28688,32930,37740,37050,47152,61796,65741
Andaraí,2901304,13043,16167,20880,23732,27514,28887,34378,40418,42247,49074,55841,59820,65793
Tavares,2516607,18063,18291,23515,27788,28087,29126,43420,40680,48662,54818,60464,65721,65799
Pedro Alexandre,2924207,16618,17237,23000,20269,26319,29546,32822,38192,41776,59004,68775,61562,65803
Camacho,3110400,16891,17035,19010,21521,25108,28501,35974,36083,39499,45449,52416,67599,65806
Itaju,3522000,15276,27900,29975,34195,27717,37479,46256,46360,36206,43298,54484,80221,65877
Torixoréu,5108204,21368,21436,28319,32718,41699,36509,40712,44801,55008,56754,56844,63222,65896
Tejupá,3554201,19988,22447,24697,35369,38399,49268,47554,43752,47598,48769,60440,72334,65974
Santo Antônio do Palma,4317558,13133,15157,16167,18737,18038,16397,22689,28968,36147,34767,39739,51023,66010
Milagres,2921302,14551,16172,19651,22600,24455,28448,31751,37103,41060,43016,50715,58414,66031
São Domingos,2806800,15918,18236,23462,36696,37033,37156,42608,46795,51552,49787,57397,62185,66070
Jandaíra,2917904,27162,24627,20239,24484,25711,28952,33000,31006,40189,48413,61529,63347,66073
Pouso Novo,4315131,10268,13006,12249,14276,17130,17215,20611,23154,31437,31479,36186,50626,66100
Planaltina do Paraná,4119707,14042,15082,19735,25013,31434,29257,31782,35035,41159,45932,58429,57356,66190
Inhapi,2703304,21599,21371,21925,21887,24774,30726,33182,36074,43321,49076,58417,59680,66235
Inhuma,2204709,18397,19560,18875,28127,30747,31166,37785,42232,47487,62018,56745,69912,66241
Vera Cruz,2414803,15109,15971,20724,26546,27356,26169,33193,40046,40763,49318,50629,58787,66254
Lagoa do Ouro,2608602,14439,17420,19854,22768,25626,28464,33765,39394,42849,49031,54523,61047,66307
Tio Hugo,4321469,0,21450,23601,36549,32110,24841,37488,44948,44745,58611,55413,62294,66328
Nova Erechim,4211405,18869,20540,22714,30957,43431,41041,40605,48891,60461,60720,68710,91548,66333
Itapetim,2607703,19635,20779,25214,27958,29536,32626,38271,40906,42252,50330,59365,66352,66333
Santa Rosa do Tocantins,1718907,7761,10829,14113,22225,31868,33777,28147,28906,37431,49235,50773,61027,66372
Babaçulândia,1703008,15245,17970,20703,26855,34877,40542,41202,49354,67503,92922,92169,71753,66375
São João do Araguaia,1507508,13004,16094,19625,23534,28689,33957,38039,35697,39915,43052,50036,56745,66393
Paranapuã,3535903,17305,19953,23812,26195,30092,29472,28803,36336,39088,45146,59022,63503,66399
Pareci Novo,4314035,13648,16012,18059,23758,25795,29585,40163,46508,45531,53082,60911,56600,66410
Caapiranga,1300839,12747,13413,18538,19938,22415,31106,39169,45329,42555,45998,61309,66923,66414
Alagoinha,2500502,16697,19974,21335,25676,28555,31200,35192,37835,43854,48992,55269,61937,66491
Ponte Alta,4213302,25470,32572,36920,50676,46960,56341,60518,51853,56771,62146,60003,66752,66508
Erval Velho,4205209,21117,24445,28623,38214,39805,40486,40113,44574,65133,55831,64489,81472,66511
Senhora dos Remédios,3166204,15897,18482,23834,24920,27738,31315,32407,39655,45011,48613,54422,59933,66560
São Jorge,4318440,14170,18878,22384,27518,29564,26171,33239,42178,48777,49408,52845,60619,66562
Riachinho,3154457,15927,17520,22088,27944,28953,34330,36110,40557,48292,50576,54728,59132,66578
São Sebastião da Bela Vista,3164407,19709,20329,23936,26105,30120,35995,40688,40079,44246,55218,59639,68804,66601
Apiacá,3200508,25184,21866,23696,30078,35107,35664,39078,42593,48654,48966,51022,59408,66705
Tejuçuoca,2313351,14036,15190,18355,20643,22563,28259,32552,35419,43228,46994,53583,64764,66753
Piquet Carneiro,2310902,17635,17830,22333,25244,27825,30615,34524,37855,47389,51225,60887,68317,66787
Caxambu do Sul,4204103,26862,29022,27855,44169,40893,38845,42467,49380,55638,55961,59405,71275,66805
Maiquinique,2920007,11875,15831,16707,19492,23338,25422,26991,30623,39051,45119,58392,64110,66973
Jaborá,4208609,22399,27363,30637,36818,45728,50109,42694,51128,65260,62318,65077,83590,67031
Barra de Guabiraba,2601300,15811,17913,20160,23646,25059,28614,33407,37899,42414,47297,51514,62202,67088
Mundo Novo,5214051,19618,22452,30614,36977,41872,42849,43198,46146,54591,56659,66128,65210,67140
Jaguaribara,2306801,19976,20477,31221,31400,42033,34205,36288,34881,46233,49736,56634,62790,67208
Porto Lucena,4315008,24368,26863,30005,38232,36884,34883,40014,46956,49898,50050,63590,71644,67215
Espigão Alto do Iguaçu,4107546,18585,18395,23872,35056,39333,34152,33486,40962,49820,48131,56074,61083,67216
Jucati,2608255,12078,15441,18320,21565,24089,26385,30568,37730,42706,52029,51872,57499,67222
Capão Bonito do Sul,4304622,0,16807,19040,30972,29265,18360,37435,46840,59597,48931,72604,73835,67330
Santana de Pirapama,3158508,21264,22625,27497,31900,33831,39095,38535,45951,57309,64342,73253,69561,67346
Cruzeta,2403004,15958,17744,22754,25048,29967,30803,39912,38976,43137,48456,54742,64477,67361
Chapada do Norte,3116100,16904,19471,21999,27842,27395,30239,34597,39792,47123,51324,57794,63575,67422
Simões,2210706,17172,15957,16841,22118,30068,25734,31115,38619,44693,57995,55200,61148,67426
Frei Inocêncio,3126901,21769,22597,25371,29950,33686,37787,36448,45191,50771,54862,58288,62879,67437
Divinópolis do Tocantins,1707108,13726,18102,21743,23436,27387,30838,36874,40920,44822,49343,56153,60028,67488
Águas de São Pedro,3500600,23242,24829,29247,32508,34715,38127,37555,41660,45308,50880,57234,61071,67498
Serra Preta,2930402,19351,21700,26013,26647,29048,37612,37379,39896,43409,50605,59271,64826,67663
Ernestina,4307054,23846,26433,28564,48319,36629,24855,43116,57745,60697,61146,64754,75752,67679
Assis Brasil,1200054,10902,12085,14590,17492,23308,30328,33337,40441,54412,48369,54682,60786,67700
Dois Irmãos do Tocantins,1707207,18749,23599,24679,29127,30862,31897,35853,40573,51080,57298,61530,62786,67846
Mendonça,3529500,16819,19706,22341,23657,25432,28032,33701,37054,39288,48693,57999,66766,67863
Iapu,3129301,18380,20226,24019,26834,28709,33690,37187,42569,51314,53610,56181,60225,67885
Pratinha,3153004,17450,23698,30138,30344,34161,33072,34884,37011,57817,61588,63601,70292,67890
Japira,4112306,68812,101111,97202,178737,197966,141013,28124,29030,37970,37947,45936,56797,67900
Santa Lúcia,4123824,15329,15195,20675,26768,29275,26435,26121,32358,35935,35002,49806,59429,67931
Souto Soares,2930808,15653,16829,20213,23177,28847,25624,37486,48836,56503,54142,60739,66117,67934
Lagoão,4311254,17249,20824,21508,28499,30498,32088,42037,47414,56764,60146,61211,68203,67986
Salto da Divisa,3157104,17488,18811,22971,26003,28302,30187,31867,35573,43009,46071,55334,63495,68196
Pindaí,2924504,16202,19066,21104,23401,26066,29618,30944,36688,42605,48842,58179,65707,68197
Maria Helena,4114708,19826,20332,41387,28555,32593,31361,31663,35745,39809,43851,55985,56365,68223
Ibirapuitã,4309951,18632,22397,25345,37437,30339,22746,35457,49912,54515,55651,58938,68932,68251
Teolândia,2931608,19639,20982,25651,27868,32782,32326,34739,45711,42108,48917,63156,63207,68251
Porto Firme,3152303,17419,18409,20436,22843,27596,30469,32541,35982,44153,45508,55996,64857,68255
Presidente Castelo Branco,4120408,14376,15488,20115,25761,27403,25880,30024,31689,33379,39238,55380,63841,68268
Berilo,3106507,16654,21538,27439,43343,63381,55994,52280,47457,52084,55772,58783,64689,68271
Rio do Fogo,2408953,13495,15921,19275,19559,22392,25123,30080,35561,38399,46943,55204,60512,68298
Santa Bárbara de Goiás,5219100,17393,15679,21589,24034,30596,30550,35791,38180,46010,49576,53498,63886,68347
Alto Feliz,4300570,14604,17365,17410,18805,20148,21193,23421,23574,23409,27992,38176,52996,68348
Elesbão Veloso,2203503,19870,21523,24169,27551,32914,34581,36362,43049,56575,54124,60718,66479,68467
Paulista,2510907,18634,21006,21718,26127,30246,33049,36260,40597,46458,52965,59282,65598,68480
Mata,4312104,17700,20812,24457,29889,32552,32846,40757,44181,46555,51032,55799,62838,68482
São Luís do Curu,2312601,14171,16424,19044,21233,24567,29755,37117,37166,45172,48638,56438,68791,68489
Josenópolis,3136579,7363,6524,7884,9684,9712,10684,11831,13867,18169,19100,23066,27110,68491
Luisburgo,3138674,15027,14690,21993,31065,39949,36433,44157,42482,47928,46431,59060,87474,68541
Passa e Fica,2409100,14880,16092,19591,20164,23879,25635,30431,37275,42930,47981,49570,57979,68623
Borebi,3507456,9593,12150,19212,18449,32782,31183,34362,26408,29344,34412,48389,80607,68657
Alto Rio Novo,3200359,23542,22006,22290,25799,31525,32226,41439,54152,47293,47907,54207,62929,68668
Faina,5207535,18807,20111,28266,34852,65523,54624,54989,53893,56005,58384,69116,66692,68673
Novo Machado,4313425,20337,23599,30381,47714,34162,25476,38699,49040,52395,57225,61295,69229,68679
São João do Soter,2111078,15136,17742,18781,23688,30821,32096,35294,37884,45534,46981,54427,66469,68688
São Francisco de Paula,3161205,22867,23288,24379,30042,41620,43594,47156,44742,51979,52875,56534,71835,68722
Barroquinha,2302057,16347,18398,21922,27348,32266,36989,42074,43234,52457,53549,62911,69802,68736
Casinhas,2604155,16299,18310,21060,23084,25916,29995,32529,37497,45735,51831,67562,69877,68741
Jequitibá,3135704,19239,20031,23119,26421,29141,32613,32087,41461,47056,50434,59486,62244,68803
Ribeira do Amparo,2926509,15178,15530,19808,22213,24580,27607,32846,40711,41756,46643,56922,63709,68811
Paranatama,2610301,15255,14780,17005,20051,21350,23929,28464,37223,43396,52427,51570,60534,68835
Rubim,3156601,18550,20214,24506,28347,29440,32522,36478,40553,47843,50828,57535,62716,68851
Adustina,2900355,27671,23863,34682,38602,48860,56538,52391,97496,73580,79047,97899,85988,68905
Inúbia Paulista,3520806,18981,22045,27896,29446,30907,35652,40354,44627,46114,51128,63082,63302,68930
Senador José Porfírio,1507805,19348,23062,25243,28252,29534,33783,39700,45109,48237,50180,53464,59775,68941
Manoel Vitorino,2920403,16994,19253,22797,26104,28248,32123,36550,40019,44806,50274,58341,64525,68954
São Sebastião do Uatumã,1303957,13859,13861,16310,17014,20278,20592,30195,33007,29645,32991,51171,64891,69017
Mato Castelhano,4312138,21191,25498,29571,40073,30736,20206,33018,42917,64120,54701,51281,67164,69062
Mogeiro,2509404,17537,17889,23308,31058,32066,35116,43337,42405,53952,54458,62288,63017,69067
Morros,2107100,11305,13299,14365,17778,19698,23741,28195,30958,41203,48220,52343,62397,69083
Sítio do Mato,2930758,28789,26829,49043,40715,41311,42502,41714,44680,56097,57500,74857,74045,69155
Boa Nova,2903706,19497,23145,25166,28862,28503,39624,39670,42288,45637,50867,59822,64598,69234
Ibitiara,2913002,17367,18310,18518,20653,21404,24306,30622,38168,42942,49281,57787,63590,69242
Caiçara,4303400,24204,27013,31022,39748,40222,39742,46253,48561,56530,60934,62662,66313,69247
Guidoval,3128808,21054,22573,26304,29686,33520,38739,42592,41305,48343,52070,60070,63333,69251
São João do Caiuá,4124905,17972,18923,23955,28554,29743,31232,37864,37845,44457,45634,60183,66026,69271
Santo Antônio do Jacinto,3160306,17788,19039,23646,29748,28576,35115,34682,38507,46058,52234,59459,65133,69333
São Cristovão do Sul,4216057,38533,42491,60447,69354,65462,69322,66105,52497,58118,62918,70392,70753,69335
Itagi,2915106,19911,20806,25886,27119,29788,35226,37462,40699,43254,52730,64146,67267,69339
Central,2907608,19157,22247,25963,27346,38348,36062,37609,42359,48210,56618,66626,79328,69368
Fortuna,2104206,20118,22740,21960,26655,33471,34749,39426,41357,49175,54502,61994,70436,69402
Santa Cruz,2612455,16013,15978,19065,20208,22110,26493,32341,34928,47559,54185,58341,69126,69404
Capistrano,2302909,20756,20299,22578,29044,30640,34957,41584,41496,50859,52955,62808,74695,69449
Lupionópolis,4113809,13570,15205,18342,23736,23326,35615,40558,41054,48184,49583,52246,63260,69478
Barra do Mendes,2903003,16817,17325,24476,27543,33062,32576,36089,40028,44736,50141,59480,65080,69486
Poço Branco,2410108,16123,18302,21357,20826,23754,29895,35509,41493,44953,51162,59059,65687,69549
Pirambu,2805307,14169,17666,20917,24968,31031,36211,39460,43966,51201,45453,51747,69289,69585
Boa Vista do Cadeado,4302220,0,32656,30302,68480,56092,23816,56841,75512,99741,89094,83729,107887,69603
Rio do Antônio,2926806,16317,18201,21826,25075,26614,33074,36674,43200,46635,53615,60019,65929,69620
Gonçalves Dias,2104404,17817,19728,22687,26311,29551,31314,34832,38748,46128,50261,55351,63211,69675
Santa Fé do Araguaia,1718865,16678,23917,26128,32242,35542,38074,43498,47507,56596,59601,68331,65220,69703
Novo Horizonte do Sul,5006259,19376,19832,23659,31137,35919,32645,33979,38203,48543,52399,66452,68184,69822
Cacique Doble,4303202,20083,23493,24314,34340,32835,25836,36418,46666,50984,52623,63984,66946,69888
Itajá,5210802,27061,28026,34600,39963,42730,44715,46452,50176,61800,64002,65625,64367,69905
Amaral Ferrador,4300638,16873,23985,26875,34822,36491,32160,39456,43374,49314,61773,58605,65886,69927
Florestal,3126000,17502,18678,22222,27301,29353,34692,38081,40065,43934,46158,53919,62323,70007
Brejo do Cruz,2502805,15511,17839,20749,22545,23963,26679,32500,38074,43941,50627,57827,65045,70033
Angelândia,3102852,33375,25701,19285,25226,29042,39501,32152,37824,51242,47913,49945,54875,70045
Engenheiro Navarro,3123809,12342,13831,16152,18636,20441,23993,25634,28174,34065,37033,44698,48074,70130
Conceição do Lago-Açu,2103554,14947,16773,18604,19608,23048,27641,35639,41830,49306,48062,55829,65059,70137
Ipuaçu,4207684,26082,31851,44293,59586,61938,47857,43870,52999,87982,96555,86758,96921,70151
Nova Guarita,5108808,16022,17249,20379,24260,30464,35078,33653,36993,44066,45725,55659,58411,70254
Brejinho de Nazaré,1703701,11908,18332,20421,29874,39219,34433,32787,36685,44967,57356,58607,72537,70295
Cristalândia,1706100,23810,26772,30050,37719,38833,38940,39014,40586,54189,60932,62541,67676,70302
Cerrito,4305124,16350,20104,22678,27091,30178,28078,33668,40627,44764,52007,61590,63165,70326
São João da Lagoa,3162252,8553,9168,10087,11216,12656,14653,15434,17734,23399,26777,32643,34850,70417
Bagre,1501105,14928,21764,22786,23533,22045,24958,30196,35159,41416,45806,56656,61739,70417
Santa Albertina,3545704,23844,31220,33178,35935,38287,39510,43667,48788,52271,56410,71107,73702,70454
Capinzal do Norte,2102754,15737,16059,17475,19921,22788,27233,30741,35675,40299,44323,61904,75326,70458
Tarabai,3553906,18946,25675,31263,29059,32041,31138,34393,37941,42847,48353,56748,62848,70467
Nova Olinda,2309201,19631,20296,23589,24831,48088,31120,35992,37695,46372,53576,64417,74782,70527
Arauá,2800407,19875,24600,25657,34557,34321,41158,48261,49608,56542,66835,59410,70845,70589
Fortaleza do Tabocão,1708254,9284,13511,18097,25919,34372,34033,44803,67351,60362,67907,55611,61976,70728
